volcano_na,latitude,longitude,duration,BTime,ETime
Sheveluch,56.653,161.36,"0",1988/12/07 00:00:00,1988/12/07 00:00:00
Etna,37.748,14.999,"271",1988/10/02 00:00:00,1989/06/30 00:00:00
Fernandina,-0.37,-91.55,"2",1988/09/14 00:00:00,1988/09/16 00:00:00
Monowai,-25.887,-177.188,"0",1988/09/08 00:00:00,1988/09/08 00:00:00
Pagan,18.13,145.8,"49",1988/08/24 00:00:00,1988/10/12 00:00:00
Epi,-16.68,168.37,,1988/08/16 00:00:00,
Makian,0.32,127.4,"7",1988/07/29 00:00:00,1988/08/05 00:00:00
Slamet,-7.242,109.208,"1",1988/07/12 00:00:00,1988/07/13 00:00:00
Northern EPR at 9.8°N,9.83,-104.3,,1988/07/02 00:00:00,
Sabancaya,-15.787,-71.857,"116",1988/06/22 00:00:00,1988/10/16 00:00:00
Kanlaon,10.412,123.132,"11",1988/06/21 00:00:00,1988/07/02 00:00:00
Concepcion,11.538,-85.622,,1988/06/16 00:00:00,
Colima,19.514,-103.62,,1988/06/15 00:00:00,
Hunga Tonga-Hunga Ha'apai,-20.536,-175.382,"2",1988/06/01 00:00:00,1988/06/03 00:00:00
Asosan,32.884,131.104,"235",1988/05/26 00:00:00,1989/01/16 00:00:00
Banda Api,-4.523,129.881,"8",1988/05/09 00:00:00,1988/05/17 00:00:00
Lokon-Empung,1.358,124.792,"10",1988/04/21 00:00:00,1988/05/01 00:00:00
Akutan,54.134,-165.986,"116",1988/03/26 00:00:00,1988/07/20 00:00:00
Ruapehu,-39.28,175.57,"66",1988/03/20 00:00:00,1988/05/25 00:00:00
Myojinsho,31.888,139.918,"1",1988/03/18 00:00:00,1988/03/19 00:00:00
Bulusan,12.769,124.056,"17",1988/02/20 00:00:00,1988/03/08 00:00:00
Pagan,18.13,145.8,,1988/02/16 00:00:00,
Krakatau,-6.102,105.423,"62",1988/02/14 00:00:00,1988/04/16 00:00:00
Gamalama,0.8,127.33,"33",1988/02/12 00:00:00,1988/03/16 00:00:00
Kita-Fukutokutai,24.417,141.417,,1988/01/27 00:00:00,
Kikai,30.793,130.305,"0",1988/01/18 00:00:00,1988/01/18 00:00:00
Suwanosejima,29.638,129.714,"700",1988/01/16 00:00:00,1989/12/16 00:00:00
Akan,43.384,144.013,"44",1988/01/05 00:00:00,1988/02/18 00:00:00
Nyamuragira,-1.408,29.2,"5",1987/12/30 00:00:00,1988/01/04 00:00:00
Ranakah,-8.62,120.52,"475",1987/12/28 00:00:00,1989/04/16 00:00:00
Tupungatito,-33.425,-69.797,"2",1987/11/28 00:00:00,1987/11/30 00:00:00
Lascar,-23.37,-67.73,"872",1987/11/16 00:00:00,1990/04/06 00:00:00
Telica,12.606,-86.84,"0",1987/11/16 00:00:00,1987/11/16 00:00:00
San Cristobal,12.702,-87.004,,1987/11/16 00:00:00,
Izu-Oshima,34.724,139.394,"72",1987/11/16 00:00:00,1988/01/27 00:00:00
Carlisle,52.894,-170.054,,1987/11/16 00:00:00,
Myojinsho,31.888,139.918,"49",1987/10/21 00:00:00,1987/12/09 00:00:00
Ebeko,50.686,156.014,"94",1987/10/14 00:00:00,1988/01/16 00:00:00
Iliboleng,-8.342,123.258,"0",1987/10/02 00:00:00,1987/10/02 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"1251",1987/09/04 00:00:00,1991/02/06 00:00:00
Pagan,18.13,145.8,"0",1987/09/04 00:00:00,1987/09/04 00:00:00
Amukta,52.5,-171.252,,1987/09/04 00:00:00,
Gareloi,51.79,-178.794,,1987/09/04 00:00:00,
Ruapehu,-39.28,175.57,"6",1987/08/24 00:00:00,1987/08/30 00:00:00
Kita-Ioto,25.424,141.284,"0",1987/08/16 00:00:00,1987/08/16 00:00:00
Sabancaya,-15.787,-71.857,,1987/08/07 00:00:00,
Deception Island,-63.001,-60.652,,1987/07/23 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"47",1987/07/14 00:00:00,1987/08/30 00:00:00
Colima,19.514,-103.62,"0",1987/07/02 00:00:00,1987/07/02 00:00:00
Cleveland,52.825,-169.944,"70",1987/06/19 00:00:00,1987/08/28 00:00:00
Poas,10.2,-84.233,"1096",1987/06/16 00:00:00,1990/06/16 00:00:00
Macdonald,-28.98,-140.25,"604",1987/06/04 00:00:00,1989/01/28 00:00:00
Esmeralda Bank,15,145.25,,1987/05/26 00:00:00,
Raung,-8.119,114.056,"804",1987/05/16 00:00:00,1989/07/28 00:00:00
Niigata-Yakeyama,36.921,138.036,,1987/04/25 00:00:00,
Kiska,52.103,177.602,,1987/04/15 00:00:00,
Semisopochnoi,51.93,179.58,,1987/04/13 00:00:00,
Gamkonora,1.38,127.53,"13",1987/04/13 00:00:00,1987/04/26 00:00:00
Rincon de la Vieja,10.83,-85.324,"0",1987/04/01 00:00:00,1987/04/01 00:00:00
Kanlaon,10.412,123.132,"94",1987/03/30 00:00:00,1987/07/02 00:00:00
Raoul Island,-29.27,-177.92,"0",1987/03/25 00:00:00,1987/03/25 00:00:00
Veniaminof,56.17,-159.38,"0",1987/03/19 00:00:00,1987/03/19 00:00:00
Iliamna,60.032,-153.09,"44",1987/03/19 00:00:00,1987/05/02 00:00:00
Great Sitkin,52.076,-176.13,,1987/03/18 00:00:00,
Kupreanof,56.011,-159.797,"0",1987/03/10 00:00:00,1987/03/10 00:00:00
Etna,37.748,14.999,"69",1987/03/08 00:00:00,1987/05/16 00:00:00
Korovin,52.381,-174.166,"15",1987/03/04 00:00:00,1987/03/19 00:00:00
Makushin,53.891,-166.923,"0",1987/03/02 00:00:00,1987/03/02 00:00:00
Masaya,11.985,-86.165,"7",1987/02/15 00:00:00,1987/02/22 00:00:00
Akutan,54.134,-165.986,"144",1987/01/31 00:00:00,1987/06/24 00:00:00
Marapi,-0.38,100.474,"2766",1987/01/15 00:00:00,1994/08/12 00:00:00
Fuego,14.473,-90.88,"42",1987/01/05 00:00:00,1987/02/16 00:00:00
Rincon de la Vieja,10.83,-85.324,"0",1986/12/31 00:00:00,1986/12/31 00:00:00
Sabancaya,-15.787,-71.857,,1986/12/16 00:00:00,
Bezymianny,55.972,160.595,"599",1986/12/05 00:00:00,1988/07/26 00:00:00
Bardarbunga,64.633,-17.516,"2",1986/11/29 00:00:00,1986/12/01 00:00:00
Okmok,53.43,-168.13,"465",1986/11/18 00:00:00,1988/02/26 00:00:00
Chikurachki,50.324,155.461,"19",1986/11/18 00:00:00,1986/12/07 00:00:00
Izu-Oshima,34.724,139.394,"33",1986/11/15 00:00:00,1986/12/18 00:00:00
Ambrym,-16.25,168.12,"6",1986/11/13 00:00:00,1986/11/19 00:00:00
Etna,37.748,14.999,"122",1986/10/30 00:00:00,1987/03/01 00:00:00
Myojinsho,31.888,139.918,"0",1986/10/24 00:00:00,1986/10/24 00:00:00
Chirinkotan,48.98,153.48,"1",1986/10/11 00:00:00,1986/10/12 00:00:00
Merapi,-7.54,110.446,"1406",1986/10/10 00:00:00,1990/08/16 00:00:00
Loihi,18.92,-155.27,"0",1986/09/20 00:00:00,1986/09/20 00:00:00
Lascar,-23.37,-67.73,"2",1986/09/14 00:00:00,1986/09/16 00:00:00
Sarychev Peak,48.092,153.2,,1986/09/01 00:00:00,
Oku Volcanic Field,6.25,10.5,"131",1986/08/21 00:00:00,1986/12/30 00:00:00
Cleft Segment,44.83,-130.3,,1986/08/16 00:00:00,
Dieng Volcanic Complex,-7.2,109.879,"0",1986/08/06 00:00:00,1986/08/06 00:00:00
Talang,-0.979,100.681,"89",1986/07/16 00:00:00,1986/10/13 00:00:00
Nyamuragira,-1.408,29.2,"35",1986/07/16 00:00:00,1986/08/20 00:00:00
Kavachi,-8.991,157.979,"18",1986/07/05 00:00:00,1986/07/23 00:00:00
Sorikmarapi,0.686,99.539,"9",1986/07/05 00:00:00,1986/07/14 00:00:00
Peuet Sague,4.903,96.289,,1986/07/02 00:00:00,
CoAxial Segment,46.52,-129.58,,1986/07/02 00:00:00,
Nishinoshima,27.247,140.874,"1461",1986/07/02 00:00:00,1990/07/02 00:00:00
Kaitoku Seamount,26.127,141.102,"0",1986/06/18 00:00:00,1986/06/18 00:00:00
Monowai,-25.887,-177.188,"0",1986/06/16 00:00:00,1986/06/16 00:00:00
Rumble III,-35.745,178.478,"51",1986/06/15 00:00:00,1986/08/05 00:00:00
Klyuchevskoy,56.056,160.642,"33",1986/06/08 00:00:00,1986/07/11 00:00:00
Kanlaon,10.412,123.132,"76",1986/06/03 00:00:00,1986/08/18 00:00:00
Iliboleng,-8.342,123.258,"180",1986/05/28 00:00:00,1986/11/24 00:00:00
Alaid,50.861,155.565,"3",1986/05/25 00:00:00,1986/05/28 00:00:00
Korovin,52.381,-174.166,,1986/05/23 00:00:00,
Macdonald,-28.98,-140.25,"78",1986/05/16 00:00:00,1986/08/02 00:00:00
Cleveland,52.825,-169.944,"29",1986/04/28 00:00:00,1986/05/27 00:00:00
Makushin,53.891,-166.923,,1986/04/28 00:00:00,
Pavlof,55.417,-161.894,"850",1986/04/16 00:00:00,1988/08/13 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"445",1986/04/07 00:00:00,1987/06/26 00:00:00
Sheveluch,56.653,161.36,"702",1986/03/28 00:00:00,1988/02/28 00:00:00
Augustine,59.363,-153.43,"157",1986/03/27 00:00:00,1986/08/31 00:00:00
Bezymianny,55.972,160.595,"95",1986/03/26 00:00:00,1986/06/29 00:00:00
Lokon-Empung,1.358,124.792,"417",1986/03/22 00:00:00,1987/05/13 00:00:00
Shishaldin,54.756,-163.97,"333",1986/03/19 00:00:00,1987/02/15 00:00:00
Akutan,54.134,-165.986,"104",1986/03/18 00:00:00,1986/06/30 00:00:00
Etna,37.748,14.999,"229",1986/03/16 00:00:00,1986/10/31 00:00:00
Tacana,15.132,-92.109,"120",1986/02/16 00:00:00,1986/06/16 00:00:00
Ruapehu,-39.28,175.57,"1",1986/02/08 00:00:00,1986/02/09 00:00:00
Whakaari/White Island,-37.52,177.18,"3099",1986/02/01 00:00:00,1994/07/28 00:00:00
Tupungatito,-33.425,-69.797,"0",1986/01/20 00:00:00,1986/01/20 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"69",1986/01/18 00:00:00,1986/03/28 00:00:00
Etna,37.748,14.999,"12",1985/12/19 00:00:00,1985/12/31 00:00:00
Cleveland,52.825,-169.944,,1985/12/10 00:00:00,
Kavachi,-8.991,157.979,"81",1985/12/09 00:00:00,1986/02/28 00:00:00
Nishinoshima,27.247,140.874,"0",1985/12/02 00:00:00,1985/12/02 00:00:00
Concepcion,11.538,-85.622,"139",1985/12/02 00:00:00,1986/04/20 00:00:00
Guallatiri,-18.42,-69.092,,1985/12/01 00:00:00,
Ulawun,-5.05,151.33,"5",1985/11/17 00:00:00,1985/11/22 00:00:00
San Miguel,13.434,-88.269,"92",1985/11/16 00:00:00,1986/02/16 00:00:00
Ruapehu,-39.28,175.57,"0",1985/11/15 00:00:00,1985/11/15 00:00:00
Tangkuban Parahu,-6.77,107.6,"0",1985/11/15 00:00:00,1985/11/15 00:00:00
Kanlaon,10.412,123.132,"63",1985/10/05 00:00:00,1985/12/07 00:00:00
Suwanosejima,29.638,129.714,"638",1985/09/16 00:00:00,1987/06/16 00:00:00
Rincon de la Vieja,10.83,-85.324,"212",1985/09/16 00:00:00,1986/04/16 00:00:00
Ruiz,4.892,-75.324,"2131",1985/09/11 00:00:00,1991/07/13 00:00:00
San Cristobal,12.702,-87.004,,1985/09/02 00:00:00,
Supply Reef,20.13,145.1,,1985/09/02 00:00:00,
Raung,-8.119,114.056,"189",1985/08/23 00:00:00,1986/02/28 00:00:00
Klyuchevskoy,56.056,160.642,"158",1985/08/16 00:00:00,1986/01/21 00:00:00
Sangeang Api,-8.2,119.07,"931",1985/07/30 00:00:00,1988/02/16 00:00:00
Colima,19.514,-103.62,"187",1985/07/02 00:00:00,1986/01/05 00:00:00
Misti,-16.294,-71.409,,1985/07/02 00:00:00,
Hudson Mountains,-74.33,-99.42,,1985/07/02 00:00:00,
Tokachidake,43.418,142.686,"3",1985/06/19 00:00:00,1985/06/22 00:00:00
Fournaise,-21.244,55.708,"1294",1985/06/14 00:00:00,1988/12/29 00:00:00
Bezymianny,55.972,160.595,"185",1985/06/12 00:00:00,1985/12/14 00:00:00
Sheveluch,56.653,161.36,"152",1985/05/26 00:00:00,1985/10/25 00:00:00
Ruapehu,-39.28,175.57,"19",1985/05/21 00:00:00,1985/06/09 00:00:00
Soputan,1.112,124.737,"1",1985/05/19 00:00:00,1985/05/20 00:00:00
Guagua Pichincha,-0.171,-78.598,"31",1985/05/16 00:00:00,1985/06/16 00:00:00
Karymsky,54.049,159.443,,1985/05/03 00:00:00,
Niuafo'ou,-15.6,-175.63,"1",1985/03/21 00:00:00,1985/03/22 00:00:00
Kanlaon,10.412,123.132,"1",1985/03/13 00:00:00,1985/03/14 00:00:00
Etna,37.748,14.999,"127",1985/03/08 00:00:00,1985/07/13 00:00:00
Paluweh,-8.32,121.708,"0",1985/02/03 00:00:00,1985/02/03 00:00:00
Heard,-53.106,73.513,"732",1985/01/14 00:00:00,1987/01/16 00:00:00
Teahitia,-17.564,-148.821,"15",1985/01/10 00:00:00,1985/01/25 00:00:00
Jan Mayen,71.082,-8.155,"3",1985/01/06 00:00:00,1985/01/09 00:00:00
Ulawun,-5.05,151.33,"28",1984/12/30 00:00:00,1985/01/27 00:00:00
Kaitoku Seamount,26.127,141.102,"0",1984/12/23 00:00:00,1984/12/23 00:00:00
Ruiz,4.892,-75.324,"87",1984/12/22 00:00:00,1985/03/19 00:00:00
Concepcion,11.538,-85.622,"17",1984/12/16 00:00:00,1985/01/02 00:00:00
Lascar,-23.37,-67.73,"212",1984/12/16 00:00:00,1985/07/16 00:00:00
Veniaminof,56.17,-159.38,"7",1984/11/29 00:00:00,1984/12/06 00:00:00
Marapi,-0.38,100.474,"0",1984/11/15 00:00:00,1984/11/15 00:00:00
Loihi,18.92,-155.27,"71",1984/11/11 00:00:00,1985/01/21 00:00:00
Ruapehu,-39.28,175.57,"52",1984/10/25 00:00:00,1984/12/16 00:00:00
Suwanosejima,29.638,129.714,"0",1984/10/16 00:00:00,1984/10/16 00:00:00
Mayon,13.257,123.685,"27",1984/09/09 00:00:00,1984/10/06 00:00:00
Krafla,65.715,-16.728,"14",1984/09/04 00:00:00,1984/09/18 00:00:00
Ulawun,-5.05,151.33,"19",1984/08/23 00:00:00,1984/09/11 00:00:00
Grimsvotn,64.416,-17.316,,1984/08/20 00:00:00,
Villarrica,-39.42,-71.93,"464",1984/08/11 00:00:00,1985/11/18 00:00:00
Gorely,52.559,158.03,"778",1984/08/04 00:00:00,1986/09/21 00:00:00
Etna,37.748,14.999,"796",1984/07/20 00:00:00,1986/09/24 00:00:00
Cleveland,52.825,-169.944,"0",1984/07/12 00:00:00,1984/07/12 00:00:00
Ambrym,-16.25,168.12,"614",1984/07/02 00:00:00,1986/03/08 00:00:00
Lokon-Empung,1.358,124.792,"164",1984/06/05 00:00:00,1984/11/16 00:00:00
Tinakula,-10.386,165.804,"375",1984/06/03 00:00:00,1985/06/13 00:00:00
Soputan,1.112,124.737,"99",1984/05/24 00:00:00,1984/08/31 00:00:00
Tengger Caldera,-7.942,112.95,"19",1984/05/12 00:00:00,1984/05/31 00:00:00
Paluweh,-8.32,121.708,"12",1984/05/09 00:00:00,1984/05/21 00:00:00
Akan,43.384,144.013,"0",1984/05/01 00:00:00,1984/05/01 00:00:00
Etna,37.748,14.999,"173",1984/04/28 00:00:00,1984/10/18 00:00:00
Llaima,-38.692,-71.729,"220",1984/04/20 00:00:00,1984/11/26 00:00:00
Asosan,32.884,131.104,"437",1984/04/13 00:00:00,1985/06/24 00:00:00
Ruapehu,-39.28,175.57,,1984/04/02 00:00:00,
Rincon de la Vieja,10.83,-85.324,"16",1984/03/31 00:00:00,1984/04/16 00:00:00
Fernandina,-0.37,-91.55,,1984/03/30 00:00:00,
Mauna Loa,19.475,-155.608,"21",1984/03/25 00:00:00,1984/04/15 00:00:00
Sheveluch,56.653,161.36,"173",1984/03/17 00:00:00,1984/09/06 00:00:00
Klyuchevskoy,56.056,160.642,"324",1984/03/10 00:00:00,1985/01/28 00:00:00
Kaitoku Seamount,26.127,141.102,"18",1984/03/08 00:00:00,1984/03/26 00:00:00
Home Reef,-18.992,-174.775,"4",1984/03/01 00:00:00,1984/03/05 00:00:00
Nyamuragira,-1.408,29.2,"20",1984/02/23 00:00:00,1984/03/14 00:00:00
Bezymianny,55.972,160.595,"315",1984/02/05 00:00:00,1984/12/16 00:00:00
Galunggung,-7.25,108.058,"22",1984/01/09 00:00:00,1984/01/31 00:00:00
Whakaari/White Island,-37.52,177.18,"48",1983/12/26 00:00:00,1984/02/12 00:00:00
Tengger Caldera,-7.942,112.95,"0",1983/12/21 00:00:00,1983/12/21 00:00:00
Teahitia,-17.564,-148.821,"209",1983/12/18 00:00:00,1984/07/14 00:00:00
Fournaise,-21.244,55.708,"76",1983/12/04 00:00:00,1984/02/18 00:00:00
Pavlof,55.417,-161.894,"37",1983/11/11 00:00:00,1983/12/18 00:00:00
Ulawun,-5.05,151.33,"128",1983/11/06 00:00:00,1984/03/13 00:00:00
Macdonald,-28.98,-140.25,"68",1983/10/27 00:00:00,1984/01/03 00:00:00
Villarrica,-39.42,-71.93,"2",1983/10/14 00:00:00,1983/10/16 00:00:00
Miyakejima,34.094,139.526,"1",1983/10/03 00:00:00,1983/10/04 00:00:00
Tangkuban Parahu,-6.77,107.6,,1983/09/14 00:00:00,
Iliwerung,-8.53,123.57,"1",1983/08/17 00:00:00,1983/08/18 00:00:00
Gamalama,0.8,127.33,"3",1983/08/09 00:00:00,1983/08/12 00:00:00
Kusatsu-Shiranesan,36.618,138.528,"148",1983/07/26 00:00:00,1983/12/21 00:00:00
Colo,-0.162,121.601,"151",1983/07/18 00:00:00,1983/12/16 00:00:00
Asosan,32.884,131.104,"92",1983/07/16 00:00:00,1983/10/16 00:00:00
Kita-Ioto,25.424,141.284,"0",1983/07/16 00:00:00,1983/07/16 00:00:00
Teahitia,-17.564,-148.821,"14",1983/07/12 00:00:00,1983/07/26 00:00:00
Pavlof,55.417,-161.894,"7",1983/07/11 00:00:00,1983/07/18 00:00:00
Okmok,53.43,-168.13,"0",1983/07/08 00:00:00,1983/07/08 00:00:00
Nishinoshima,27.247,140.874,"366",1983/07/02 00:00:00,1984/07/02 00:00:00
Marapi,-0.38,100.474,,1983/07/02 00:00:00,
Ambrym,-16.25,168.12,,1983/07/02 00:00:00,
Bulusan,12.769,124.056,"4",1983/06/25 00:00:00,1983/06/29 00:00:00
Veniaminof,56.17,-159.38,"320",1983/06/02 00:00:00,1984/04/17 00:00:00
Grimsvotn,64.416,-17.316,"5",1983/05/28 00:00:00,1983/06/02 00:00:00
Karangetang,2.781,125.407,"2056",1983/05/16 00:00:00,1988/12/31 00:00:00
Myojinsho,31.888,139.918,,1983/05/12 00:00:00,
Iliboleng,-8.342,123.258,"338",1983/05/11 00:00:00,1984/04/13 00:00:00
Tengger Caldera,-7.942,112.95,"74",1983/04/15 00:00:00,1983/06/28 00:00:00
Niigata-Yakeyama,36.921,138.036,"1",1983/04/14 00:00:00,1983/04/15 00:00:00
Asamayama,36.406,138.523,"0",1983/04/08 00:00:00,1983/04/08 00:00:00
Etna,37.748,14.999,"131",1983/03/28 00:00:00,1983/08/06 00:00:00
Concepcion,11.538,-85.622,"9",1983/03/16 00:00:00,1983/03/25 00:00:00
Macdonald,-28.98,-140.25,"68",1983/03/14 00:00:00,1983/05/21 00:00:00
Hunter Island,-22.4,172.05,,1983/03/09 00:00:00,
Colima,19.514,-103.62,"4",1983/02/11 00:00:00,1983/02/15 00:00:00
Rincon de la Vieja,10.83,-85.324,"15",1983/02/06 00:00:00,1983/02/21 00:00:00
Lengai,-2.764,35.914,"3919",1983/01/01 00:00:00,1993/09/24 00:00:00
Marapi,-0.38,100.474,"0",1982/12/16 00:00:00,1982/12/16 00:00:00
Fukujin,21.93,143.47,,1982/12/15 00:00:00,
Ioto,24.751,141.289,"18",1982/11/28 00:00:00,1982/12/16 00:00:00
Chirpoi,46.532,150.871,,1982/11/22 00:00:00,
Iliboleng,-8.342,123.258,"0",1982/11/17 00:00:00,1982/11/17 00:00:00
Kusatsu-Shiranesan,36.618,138.528,"64",1982/10/26 00:00:00,1982/12/29 00:00:00
Lopevi,-16.507,168.346,"1",1982/10/24 00:00:00,1982/10/25 00:00:00
Cameroon,4.203,9.17,"27",1982/10/16 00:00:00,1982/11/12 00:00:00
Klyuchevskoy,56.056,160.642,"263",1982/10/07 00:00:00,1983/06/27 00:00:00
Akutan,54.134,-165.986,"223",1982/10/05 00:00:00,1983/05/16 00:00:00
Asamayama,36.406,138.523,"0",1982/10/02 00:00:00,1982/10/02 00:00:00
Kilauea,19.421,-155.287,"1",1982/09/25 00:00:00,1982/09/26 00:00:00
Wolf,0.02,-91.35,"9",1982/08/28 00:00:00,1982/09/06 00:00:00
Soputan,1.112,124.737,"76",1982/08/26 00:00:00,1982/11/10 00:00:00
Myojinsho,31.888,139.918,,1982/08/10 00:00:00,
Raung,-8.119,114.056,"2",1982/07/18 00:00:00,1982/07/20 00:00:00
Pavlof,55.417,-161.894,,1982/07/15 00:00:00,
Cleft Segment,44.83,-130.3,,1982/07/02 00:00:00,
Karangetang,2.781,125.407,,1982/07/02 00:00:00,
Whakaari/White Island,-37.52,177.18,,1982/07/01 00:00:00,
Nyiragongo,-1.52,29.25,"118",1982/06/21 00:00:00,1982/10/17 00:00:00
Kita-Ioto,25.424,141.284,"0",1982/06/16 00:00:00,1982/06/16 00:00:00
Monowai,-25.887,-177.188,"0",1982/05/16 00:00:00,1982/05/16 00:00:00
Kilauea,19.421,-155.287,"1",1982/04/30 00:00:00,1982/05/01 00:00:00
Asamayama,36.406,138.523,"0",1982/04/26 00:00:00,1982/04/26 00:00:00
Gaua,-14.27,167.5,"0",1982/04/18 00:00:00,1982/04/18 00:00:00
Nishinoshima,27.247,140.874,"0",1982/04/16 00:00:00,1982/04/16 00:00:00
Kavachi,-8.991,157.979,"56",1982/04/07 00:00:00,1982/06/02 00:00:00
Esmeralda Bank,15,145.25,,1982/04/06 00:00:00,
Galunggung,-7.25,108.058,"278",1982/04/05 00:00:00,1983/01/08 00:00:00
Alaid,50.861,155.565,"0",1982/03/29 00:00:00,1982/03/29 00:00:00
Chichon,17.36,-93.228,"167",1982/03/28 00:00:00,1982/09/11 00:00:00
Klyuchevskoy,56.056,160.642,"39",1982/03/24 00:00:00,1982/05/02 00:00:00
Teahitia,-17.564,-148.821,"64",1982/03/16 00:00:00,1982/05/19 00:00:00
Marapi,-0.38,100.474,"67",1982/03/10 00:00:00,1982/05/16 00:00:00
Ioto,24.751,141.289,"1",1982/03/09 00:00:00,1982/03/10 00:00:00
Macdonald,-28.98,-140.25,"97",1982/03/01 00:00:00,1982/06/06 00:00:00
Chachadake [Tiatia],44.353,146.252,"4",1982/02/10 00:00:00,1982/02/14 00:00:00
Gareloi,51.79,-178.794,"0",1982/01/15 00:00:00,1982/01/15 00:00:00
Concepcion,11.538,-85.622,"30",1982/01/15 00:00:00,1982/02/14 00:00:00
Fukujin,21.93,143.47,"63",1982/01/12 00:00:00,1982/03/16 00:00:00
Nyamuragira,-1.408,29.2,"20",1981/12/25 00:00:00,1982/01/14 00:00:00
Klyuchevskoy,56.056,160.642,,1981/12/21 00:00:00,
Etna,37.748,14.999,"0",1981/11/26 00:00:00,1981/11/26 00:00:00
Alaid,50.861,155.565,,1981/11/25 00:00:00,
Telica,12.606,-86.84,"97",1981/11/25 00:00:00,1982/03/02 00:00:00
Krafla,65.715,-16.728,"5",1981/11/18 00:00:00,1981/11/23 00:00:00
Ruapehu,-39.28,175.57,"169",1981/10/25 00:00:00,1982/04/12 00:00:00
Pavlof,55.417,-161.894,"2",1981/09/25 00:00:00,1981/09/27 00:00:00
Shishaldin,54.756,-163.97,,1981/09/25 00:00:00,
Kavachi,-8.991,157.979,,1981/09/15 00:00:00,
Guagua Pichincha,-0.171,-78.598,"442",1981/08/31 00:00:00,1982/11/16 00:00:00
Fernandina,-0.37,-91.55,,1981/08/01 00:00:00,
Gaua,-14.27,167.5,"0",1981/07/09 00:00:00,1981/07/09 00:00:00
Dieng Volcanic Complex,-7.2,109.879,,1981/07/02 00:00:00,
Asosan,32.884,131.104,"0",1981/06/15 00:00:00,1981/06/15 00:00:00
Bezymianny,55.972,160.595,"709",1981/06/12 00:00:00,1983/05/22 00:00:00
Chachadake [Tiatia],44.353,146.252,"15",1981/06/10 00:00:00,1981/06/25 00:00:00
Okataina,-38.12,176.5,"0",1981/05/16 00:00:00,1981/05/16 00:00:00
Pagan,18.13,145.8,"1447",1981/05/15 00:00:00,1985/05/01 00:00:00
Alaid,50.861,155.565,"39",1981/04/27 00:00:00,1981/06/05 00:00:00
Krakatau,-6.102,105.423,"179",1981/04/24 00:00:00,1981/10/20 00:00:00
Bulusan,12.769,124.056,"18",1981/04/09 00:00:00,1981/04/27 00:00:00
Hekla,63.983,-19.666,"7",1981/04/09 00:00:00,1981/04/16 00:00:00
Pavlof,55.417,-161.894,"59",1981/03/30 00:00:00,1981/05/28 00:00:00
Okmok,53.43,-168.13,"0",1981/03/24 00:00:00,1981/03/24 00:00:00
Etna,37.748,14.999,"6",1981/03/17 00:00:00,1981/03/23 00:00:00
Poas,10.2,-84.233,"61",1981/03/16 00:00:00,1981/05/16 00:00:00
Mehetia,-17.874,-148.068,"286",1981/03/05 00:00:00,1981/12/16 00:00:00
Gamkonora,1.38,127.53,"143",1981/03/04 00:00:00,1981/07/25 00:00:00
Shikotsu,42.688,141.38,"0",1981/02/27 00:00:00,1981/02/27 00:00:00
Ambrym,-16.25,168.12,"222",1981/02/20 00:00:00,1981/09/30 00:00:00
Telica,12.606,-86.84,,1981/02/16 00:00:00,
Krafla,65.715,-16.728,"5",1981/01/30 00:00:00,1981/02/04 00:00:00
Etna,37.748,14.999,"38",1981/01/26 00:00:00,1981/03/05 00:00:00
Klyuchevskoy,56.056,160.642,"191",1981/01/25 00:00:00,1981/08/04 00:00:00
Fukujin,21.93,143.47,"1",1981/01/07 00:00:00,1981/01/08 00:00:00
Poas,10.2,-84.233,"0",1980/12/26 00:00:00,1980/12/26 00:00:00
Myojinsho,31.888,139.918,"38",1980/11/15 00:00:00,1980/12/23 00:00:00
Macdonald,-28.98,-140.25,"97",1980/11/10 00:00:00,1981/02/15 00:00:00
Pavlof,55.417,-161.894,"5",1980/11/08 00:00:00,1980/11/13 00:00:00
Paluweh,-8.32,121.708,"315",1980/11/05 00:00:00,1981/09/16 00:00:00
Ruapehu,-39.28,175.57,"16",1980/10/18 00:00:00,1980/11/03 00:00:00
Callaqui,-37.92,-71.45,"0",1980/10/16 00:00:00,1980/10/16 00:00:00
Kavachi,-8.991,157.979,"141",1980/10/07 00:00:00,1981/02/25 00:00:00
Ulawun,-5.05,151.33,"1",1980/10/06 00:00:00,1980/10/07 00:00:00
Kuchinoerabujima,30.443,130.217,"0",1980/09/28 00:00:00,1980/09/28 00:00:00
Asosan,32.884,131.104,"0",1980/09/24 00:00:00,1980/09/24 00:00:00
Marion Island,-46.9,37.75,,1980/09/16 00:00:00,
Poas,10.2,-84.233,"0",1980/09/12 00:00:00,1980/09/12 00:00:00
Gamalama,0.8,127.33,"19",1980/09/04 00:00:00,1980/09/23 00:00:00
Sheveluch,56.653,161.36,"465",1980/08/23 00:00:00,1981/12/01 00:00:00
Bezymianny,55.972,160.595,"6",1980/08/21 00:00:00,1980/08/27 00:00:00
Kuwae,-16.829,168.536,,1980/08/20 00:00:00,
Hekla,63.983,-19.666,"3",1980/08/17 00:00:00,1980/08/20 00:00:00
